period,respondent,respondent-name,type,type-name,value,value-units
2022-03-16T21,CISO,California Independent System Operator,TI,Total interchange,-283,megawatthours
2022-03-16T22,CISO,California Independent System Operator,D,Demand,20279,megawatthours
2022-03-16T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19781,megawatthours
2022-03-16T22,CISO,California Independent System Operator,NG,Net generation,20324,megawatthours
2022-03-16T22,CISO,California Independent System Operator,TI,Total interchange,-68,megawatthours
2022-03-16T23,CISO,California Independent System Operator,D,Demand,20412,megawatthours
2022-03-16T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20615,megawatthours
2022-03-16T23,CISO,California Independent System Operator,NG,Net generation,20187,megawatthours
2022-03-16T23,CISO,California Independent System Operator,TI,Total interchange,706,megawatthours
2022-03-17T00,CISO,California Independent System Operator,D,Demand,21725,megawatthours
2022-03-17T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21805,megawatthours
2022-03-17T00,CISO,California Independent System Operator,NG,Net generation,20324,megawatthours
2022-03-17T00,CISO,California Independent System Operator,TI,Total interchange,-1233,megawatthours
2022-03-17T01,CISO,California Independent System Operator,D,Demand,23701,megawatthours
2022-03-17T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23426,megawatthours
2022-03-17T01,CISO,California Independent System Operator,NG,Net generation,18115,megawatthours
2022-03-17T01,CISO,California Independent System Operator,TI,Total interchange,-3262,megawatthours
2022-03-17T02,CISO,California Independent System Operator,D,Demand,25349,megawatthours
2022-03-17T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25050,megawatthours
2022-03-17T02,CISO,California Independent System Operator,NG,Net generation,17951,megawatthours
2022-03-17T02,CISO,California Independent System Operator,TI,Total interchange,-6800,megawatthours
2022-03-17T03,CISO,California Independent System Operator,D,Demand,26691,megawatthours
2022-03-17T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26598,megawatthours
2022-03-17T03,CISO,California Independent System Operator,NG,Net generation,17616,megawatthours
2022-03-17T03,CISO,California Independent System Operator,TI,Total interchange,-7901,megawatthours
2022-03-17T04,CISO,California Independent System Operator,D,Demand,26373,megawatthours
2022-03-17T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26222,megawatthours
2022-03-17T04,CISO,California Independent System Operator,NG,Net generation,16250,megawatthours
2022-03-17T04,CISO,California Independent System Operator,TI,Total interchange,-8336,megawatthours
2022-03-17T05,CISO,California Independent System Operator,D,Demand,25447,megawatthours
2022-03-17T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25230,megawatthours
2022-03-17T05,CISO,California Independent System Operator,NG,Net generation,14856,megawatthours
2022-03-17T05,CISO,California Independent System Operator,TI,Total interchange,-8542,megawatthours
2022-03-17T06,CISO,California Independent System Operator,D,Demand,23943,megawatthours
2022-03-17T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23607,megawatthours
2022-03-17T06,CISO,California Independent System Operator,NG,Net generation,13709,megawatthours
2022-03-17T06,CISO,California Independent System Operator,TI,Total interchange,-8672,megawatthours
2022-03-17T07,CISO,California Independent System Operator,D,Demand,22394,megawatthours
2022-03-17T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22005,megawatthours
2022-03-17T07,CISO,California Independent System Operator,NG,Net generation,12800,megawatthours
2022-03-17T07,CISO,California Independent System Operator,TI,Total interchange,-8323,megawatthours
2022-03-17T08,CISO,California Independent System Operator,D,Demand,21395,megawatthours
2022-03-17T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20988,megawatthours
2022-03-17T08,CISO,California Independent System Operator,NG,Net generation,11916,megawatthours
2022-03-17T08,CISO,California Independent System Operator,TI,Total interchange,-7965,megawatthours
2022-03-17T09,CISO,California Independent System Operator,D,Demand,20808,megawatthours
2022-03-17T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20317,megawatthours
2022-03-17T09,CISO,California Independent System Operator,NG,Net generation,11287,megawatthours
2022-03-17T09,CISO,California Independent System Operator,TI,Total interchange,-8313,megawatthours
2022-03-17T10,CISO,California Independent System Operator,D,Demand,20418,megawatthours
2022-03-17T10,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19848,megawatthours
2022-03-17T10,CISO,California Independent System Operator,NG,Net generation,11378,megawatthours
2022-03-17T10,CISO,California Independent System Operator,TI,Total interchange,-8444,megawatthours
2022-03-17T11,CISO,California Independent System Operator,D,Demand,20327,megawatthours
2022-03-17T11,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19708,megawatthours
2022-03-17T11,CISO,California Independent System Operator,NG,Net generation,11424,megawatthours
2022-03-17T11,CISO,California Independent System Operator,TI,Total interchange,-7997,megawatthours
2022-03-17T12,CISO,California Independent System Operator,D,Demand,20726,megawatthours
2022-03-17T12,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20149,megawatthours
2022-03-17T12,CISO,California Independent System Operator,NG,Net generation,12287,megawatthours
2022-03-17T12,CISO,California Independent System Operator,TI,Total interchange,-8100,megawatthours
2022-03-17T13,CISO,California Independent System Operator,D,Demand,21892,megawatthours
2022-03-17T13,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21342,megawatthours
2022-03-17T13,CISO,California Independent System Operator,NG,Net generation,13954,megawatthours
2022-03-17T13,CISO,California Independent System Operator,TI,Total interchange,-8214,megawatthours
2022-03-17T14,CISO,California Independent System Operator,D,Demand,23846,megawatthours
2022-03-17T14,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23382,megawatthours
2022-03-17T14,CISO,California Independent System Operator,NG,Net generation,15143,megawatthours
2022-03-17T14,CISO,California Independent System Operator,TI,Total interchange,-8440,megawatthours
2022-03-17T15,CISO,California Independent System Operator,D,Demand,25183,megawatthours
2022-03-17T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24776,megawatthours
2022-03-17T15,CISO,California Independent System Operator,NG,Net generation,17288,megawatthours
2022-03-17T15,CISO,California Independent System Operator,TI,Total interchange,-8799,megawatthours
2022-03-17T16,CISO,California Independent System Operator,D,Demand,24783,megawatthours
2022-03-17T16,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24323,megawatthours
2022-03-17T16,CISO,California Independent System Operator,NG,Net generation,18888,megawatthours
2022-03-17T16,CISO,California Independent System Operator,TI,Total interchange,-6346,megawatthours
2022-03-17T17,CISO,California Independent System Operator,D,Demand,24302,megawatthours
2022-03-17T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23241,megawatthours
2022-03-17T17,CISO,California Independent System Operator,NG,Net generation,19335,megawatthours
2022-03-17T17,CISO,California Independent System Operator,TI,Total interchange,-5375,megawatthours
2022-03-17T18,CISO,California Independent System Operator,D,Demand,23275,megawatthours
2022-03-17T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22243,megawatthours
2022-03-17T18,CISO,California Independent System Operator,NG,Net generation,17438,megawatthours
2022-03-17T18,CISO,California Independent System Operator,TI,Total interchange,-4634,megawatthours
2022-03-17T19,CISO,California Independent System Operator,D,Demand,22112,megawatthours
2022-03-17T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21520,megawatthours
2022-03-17T19,CISO,California Independent System Operator,NG,Net generation,17882,megawatthours
2022-03-17T19,CISO,California Independent System Operator,TI,Total interchange,-3905,megawatthours
2022-03-17T20,CISO,California Independent System Operator,D,Demand,21723,megawatthours
2022-03-17T20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21086,megawatthours
2022-03-17T20,CISO,California Independent System Operator,NG,Net generation,17507,megawatthours
2022-03-17T20,CISO,California Independent System Operator,TI,Total interchange,-3615,megawatthours
2022-03-17T21,CISO,California Independent System Operator,D,Demand,21411,megawatthours
2022-03-17T21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21071,megawatthours
2022-03-17T21,CISO,California Independent System Operator,NG,Net generation,18099,megawatthours
2022-03-17T21,CISO,California Independent System Operator,TI,Total interchange,-3589,megawatthours
2022-03-17T22,CISO,California Independent System Operator,D,Demand,21260,megawatthours
2022-03-17T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21210,megawatthours
2022-03-17T22,CISO,California Independent System Operator,NG,Net generation,17769,megawatthours
2022-03-17T22,CISO,California Independent System Operator,TI,Total interchange,-3107,megawatthours
2022-03-17T23,CISO,California Independent System Operator,D,Demand,21081,megawatthours
2022-03-17T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21696,megawatthours
2022-03-17T23,CISO,California Independent System Operator,NG,Net generation,18546,megawatthours
2022-03-17T23,CISO,California Independent System Operator,TI,Total interchange,-2951,megawatthours
2022-03-18T00,CISO,California Independent System Operator,D,Demand,22023,megawatthours
2022-03-18T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22537,megawatthours
2022-03-18T00,CISO,California Independent System Operator,NG,Net generation,18004,megawatthours
2022-03-18T00,CISO,California Independent System Operator,TI,Total interchange,-3043,megawatthours
2022-03-18T01,CISO,California Independent System Operator,D,Demand,23658,megawatthours
2022-03-18T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23786,megawatthours
2022-03-18T01,CISO,California Independent System Operator,NG,Net generation,16637,megawatthours
2022-03-18T01,CISO,California Independent System Operator,TI,Total interchange,-5608,megawatthours
2022-03-18T02,CISO,California Independent System Operator,D,Demand,25280,megawatthours
2022-03-18T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25107,megawatthours
2022-03-18T02,CISO,California Independent System Operator,NG,Net generation,17030,megawatthours
2022-03-18T02,CISO,California Independent System Operator,TI,Total interchange,-7633,megawatthours
2022-03-18T03,CISO,California Independent System Operator,D,Demand,26745,megawatthours
2022-03-18T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26495,megawatthours
2022-03-18T03,CISO,California Independent System Operator,NG,Net generation,17562,megawatthours
2022-03-18T03,CISO,California Independent System Operator,TI,Total interchange,-8199,megawatthours
2022-03-18T04,CISO,California Independent System Operator,D,Demand,26530,megawatthours
2022-03-18T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26145,megawatthours
2022-03-18T04,CISO,California Independent System Operator,NG,Net generation,16741,megawatthours
2022-03-18T04,CISO,California Independent System Operator,TI,Total interchange,-8321,megawatthours
2022-03-18T05,CISO,California Independent System Operator,D,Demand,25485,megawatthours
2022-03-18T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25183,megawatthours
2022-03-18T05,CISO,California Independent System Operator,NG,Net generation,15620,megawatthours
2022-03-18T05,CISO,California Independent System Operator,TI,Total interchange,-8335,megawatthours
2022-03-18T06,CISO,California Independent System Operator,D,Demand,23981,megawatthours
2022-03-18T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23662,megawatthours
2022-03-18T06,CISO,California Independent System Operator,NG,Net generation,14023,megawatthours
2022-03-18T06,CISO,California Independent System Operator,TI,Total interchange,-8079,megawatthours
2022-03-18T07,CISO,California Independent System Operator,D,Demand,22425,megawatthours
2022-03-18T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22146,megawatthours
2022-03-18T07,CISO,California Independent System Operator,NG,Net generation,13445,megawatthours
2022-03-18T07,CISO,California Independent System Operator,TI,Total interchange,-7937,megawatthours
2022-03-18T08,CISO,California Independent System Operator,D,Demand,21692,megawatthours
2022-03-18T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21143,megawatthours
2022-03-18T08,CISO,California Independent System Operator,NG,Net generation,12649,megawatthours
2022-03-18T08,CISO,California Independent System Operator,TI,Total interchange,-7593,megawatthours
2022-03-18T09,CISO,California Independent System Operator,D,Demand,20791,megawatthours
2022-03-18T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20439,megawatthours
2022-03-18T09,CISO,California Independent System Operator,NG,Net generation,12267,megawatthours
2022-03-18T09,CISO,California Independent System Operator,TI,Total interchange,-7382,megawatthours
2022-03-18T10,CISO,California Independent System Operator,D,Demand,20455,megawatthours
2022-03-18T10,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20011,megawatthours
2022-03-18T10,CISO,California Independent System Operator,NG,Net generation,11826,megawatthours
2022-03-18T10,CISO,California Independent System Operator,TI,Total interchange,-7478,megawatthours
2022-03-18T11,CISO,California Independent System Operator,D,Demand,20226,megawatthours
2022-03-18T11,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19881,megawatthours
2022-03-18T11,CISO,California Independent System Operator,NG,Net generation,12019,megawatthours
2022-03-18T11,CISO,California Independent System Operator,TI,Total interchange,-7474,megawatthours
2022-03-18T12,CISO,California Independent System Operator,D,Demand,20481,megawatthours
2022-03-18T12,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20303,megawatthours
2022-03-18T12,CISO,California Independent System Operator,NG,Net generation,12645,megawatthours
2022-03-18T12,CISO,California Independent System Operator,TI,Total interchange,-7463,megawatthours
2022-03-18T13,CISO,California Independent System Operator,D,Demand,21780,megawatthours
2022-03-18T13,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21443,megawatthours
2022-03-18T13,CISO,California Independent System Operator,NG,Net generation,13576,megawatthours
2022-03-18T13,CISO,California Independent System Operator,TI,Total interchange,-7926,megawatthours
2022-03-18T14,CISO,California Independent System Operator,D,Demand,23675,megawatthours
2022-03-18T14,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23391,megawatthours
2022-03-18T14,CISO,California Independent System Operator,NG,Net generation,15002,megawatthours
2022-03-18T14,CISO,California Independent System Operator,TI,Total interchange,-8245,megawatthours
2022-03-18T15,CISO,California Independent System Operator,D,Demand,24778,megawatthours
2022-03-18T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24541,megawatthours
2022-03-18T15,CISO,California Independent System Operator,NG,Net generation,17573,megawatthours
2022-03-18T15,CISO,California Independent System Operator,TI,Total interchange,-8224,megawatthours
2022-03-18T16,CISO,California Independent System Operator,D,Demand,24114,megawatthours
2022-03-18T16,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24020,megawatthours
2022-03-18T16,CISO,California Independent System Operator,NG,Net generation,19377,megawatthours
2022-03-18T16,CISO,California Independent System Operator,TI,Total interchange,-5286,megawatthours
2022-03-18T17,CISO,California Independent System Operator,D,Demand,22989,megawatthours
2022-03-18T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22433,megawatthours
2022-03-18T17,CISO,California Independent System Operator,NG,Net generation,18342,megawatthours
2022-03-18T17,CISO,California Independent System Operator,TI,Total interchange,-3698,megawatthours
2022-03-18T18,CISO,California Independent System Operator,D,Demand,22027,megawatthours
2022-03-18T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21058,megawatthours
2022-03-18T18,CISO,California Independent System Operator,NG,Net generation,18141,megawatthours
2022-03-18T18,CISO,California Independent System Operator,TI,Total interchange,-3195,megawatthours
2022-03-18T19,CISO,California Independent System Operator,D,Demand,20952,megawatthours
2022-03-18T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20057,megawatthours
2022-03-18T19,CISO,California Independent System Operator,NG,Net generation,18000,megawatthours
2022-03-18T19,CISO,California Independent System Operator,TI,Total interchange,-2409,megawatthours
2022-03-18T20,CISO,California Independent System Operator,D,Demand,20492,megawatthours
2022-03-18T20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19401,megawatthours
2022-03-18T20,CISO,California Independent System Operator,NG,Net generation,17427,megawatthours
2022-03-18T20,CISO,California Independent System Operator,TI,Total interchange,-2200,megawatthours
2022-03-18T21,CISO,California Independent System Operator,D,Demand,20275,megawatthours
2022-03-18T21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19268,megawatthours
2022-03-18T21,CISO,California Independent System Operator,NG,Net generation,17815,megawatthours
2022-03-18T21,CISO,California Independent System Operator,TI,Total interchange,-2183,megawatthours
2022-03-18T22,CISO,California Independent System Operator,D,Demand,20214,megawatthours
2022-03-18T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19635,megawatthours
2022-03-18T22,CISO,California Independent System Operator,NG,Net generation,17761,megawatthours
2022-03-18T22,CISO,California Independent System Operator,TI,Total interchange,-2066,megawatthours
2022-03-18T23,CISO,California Independent System Operator,D,Demand,20631,megawatthours
2022-03-18T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20472,megawatthours
2022-03-18T23,CISO,California Independent System Operator,NG,Net generation,17831,megawatthours
2022-03-18T23,CISO,California Independent System Operator,TI,Total interchange,-2306,megawatthours
2022-03-19T00,CISO,California Independent System Operator,D,Demand,21869,megawatthours
2022-03-19T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21625,megawatthours
2022-03-19T00,CISO,California Independent System Operator,NG,Net generation,18527,megawatthours
2022-03-19T00,CISO,California Independent System Operator,TI,Total interchange,-3060,megawatthours
2022-03-19T01,CISO,California Independent System Operator,D,Demand,23529,megawatthours
2022-03-19T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23237,megawatthours
2022-03-19T01,CISO,California Independent System Operator,NG,Net generation,16936,megawatthours
2022-03-19T01,CISO,California Independent System Operator,TI,Total interchange,-4885,megawatthours
2022-03-19T02,CISO,California Independent System Operator,D,Demand,25183,megawatthours
2022-03-19T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24516,megawatthours
2022-03-19T02,CISO,California Independent System Operator,NG,Net generation,16334,megawatthours
2022-03-19T02,CISO,California Independent System Operator,TI,Total interchange,-7401,megawatthours
2022-03-19T03,CISO,California Independent System Operator,D,Demand,26330,megawatthours
2022-03-19T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25922,megawatthours
2022-03-19T03,CISO,California Independent System Operator,NG,Net generation,16718,megawatthours
2022-03-19T03,CISO,California Independent System Operator,TI,Total interchange,-8289,megawatthours
2022-03-19T04,CISO,California Independent System Operator,D,Demand,26229,megawatthours
2022-03-19T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25553,megawatthours
2022-03-19T04,CISO,California Independent System Operator,NG,Net generation,15806,megawatthours
2022-03-19T04,CISO,California Independent System Operator,TI,Total interchange,-8434,megawatthours
2022-03-19T05,CISO,California Independent System Operator,D,Demand,25441,megawatthours
2022-03-19T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24744,megawatthours
2022-03-19T05,CISO,California Independent System Operator,NG,Net generation,14841,megawatthours
2022-03-19T05,CISO,California Independent System Operator,TI,Total interchange,-8830,megawatthours
2022-03-19T06,CISO,California Independent System Operator,D,Demand,23932,megawatthours
2022-03-19T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23449,megawatthours
2022-03-19T06,CISO,California Independent System Operator,NG,Net generation,13688,megawatthours
2022-03-19T06,CISO,California Independent System Operator,TI,Total interchange,-8439,megawatthours
2022-03-19T07,CISO,California Independent System Operator,D,Demand,22457,megawatthours
2022-03-19T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22021,megawatthours
2022-03-19T07,CISO,California Independent System Operator,NG,Net generation,12770,megawatthours
2022-03-19T07,CISO,California Independent System Operator,TI,Total interchange,-8025,megawatthours
2022-03-19T08,CISO,California Independent System Operator,D,Demand,21352,megawatthours
2022-03-19T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20815,megawatthours
2022-03-19T08,CISO,California Independent System Operator,NG,Net generation,11819,megawatthours
2022-03-19T08,CISO,California Independent System Operator,TI,Total interchange,-7960,megawatthours
2022-03-19T09,CISO,California Independent System Operator,D,Demand,20523,megawatthours
2022-03-19T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20042,megawatthours
2022-03-19T09,CISO,California Independent System Operator,NG,Net generation,11536,megawatthours
2022-03-19T09,CISO,California Independent System Operator,TI,Total interchange,-7828,megawatthours
2022-03-19T10,CISO,California Independent System Operator,D,Demand,19961,megawatthours
2022-03-19T10,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19431,megawatthours
2022-03-19T10,CISO,California Independent System Operator,NG,Net generation,10937,megawatthours
2022-03-19T10,CISO,California Independent System Operator,TI,Total interchange,-7729,megawatthours
2022-03-19T11,CISO,California Independent System Operator,D,Demand,19627,megawatthours
2022-03-19T11,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19123,megawatthours
2022-03-19T11,CISO,California Independent System Operator,NG,Net generation,10851,megawatthours
2022-03-19T11,CISO,California Independent System Operator,TI,Total interchange,-7816,megawatthours
2022-03-19T12,CISO,California Independent System Operator,D,Demand,19700,megawatthours
2022-03-19T12,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19128,megawatthours
2022-03-19T12,CISO,California Independent System Operator,NG,Net generation,11312,megawatthours
2022-03-19T12,CISO,California Independent System Operator,TI,Total interchange,-7733,megawatthours
2022-03-19T13,CISO,California Independent System Operator,D,Demand,20055,megawatthours
2022-03-19T13,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19478,megawatthours
2022-03-19T13,CISO,California Independent System Operator,NG,Net generation,11711,megawatthours
2022-03-19T13,CISO,California Independent System Operator,TI,Total interchange,-7575,megawatthours
2022-03-19T14,CISO,California Independent System Operator,D,Demand,20922,megawatthours
2022-03-19T14,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20269,megawatthours
2022-03-19T14,CISO,California Independent System Operator,NG,Net generation,13726,megawatthours
2022-03-19T14,CISO,California Independent System Operator,TI,Total interchange,-7565,megawatthours
2022-03-19T15,CISO,California Independent System Operator,D,Demand,21374,megawatthours
2022-03-19T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20659,megawatthours
2022-03-19T15,CISO,California Independent System Operator,NG,Net generation,16535,megawatthours
2022-03-19T15,CISO,California Independent System Operator,TI,Total interchange,-5551,megawatthours
2022-03-19T16,CISO,California Independent System Operator,D,Demand,21779,megawatthours
2022-03-19T16,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20749,megawatthours
2022-03-19T16,CISO,California Independent System Operator,NG,Net generation,17576,megawatthours
2022-03-19T16,CISO,California Independent System Operator,TI,Total interchange,-3837,megawatthours
2022-03-19T17,CISO,California Independent System Operator,D,Demand,21895,megawatthours
2022-03-19T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20551,megawatthours
2022-03-19T17,CISO,California Independent System Operator,NG,Net generation,17377,megawatthours
2022-03-19T17,CISO,California Independent System Operator,TI,Total interchange,-3718,megawatthours
2022-03-19T18,CISO,California Independent System Operator,D,Demand,21598,megawatthours
2022-03-19T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19949,megawatthours
2022-03-19T18,CISO,California Independent System Operator,NG,Net generation,18015,megawatthours
2022-03-19T18,CISO,California Independent System Operator,TI,Total interchange,-3724,megawatthours
2022-03-19T19,CISO,California Independent System Operator,D,Demand,20707,megawatthours
2022-03-19T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19493,megawatthours
2022-03-19T19,CISO,California Independent System Operator,NG,Net generation,17068,megawatthours
2022-03-19T19,CISO,California Independent System Operator,TI,Total interchange,-3272,megawatthours
2022-03-19T20,CISO,California Independent System Operator,D,Demand,19992,megawatthours
2022-03-19T20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19091,megawatthours
2022-03-19T20,CISO,California Independent System Operator,NG,Net generation,16982,megawatthours
2022-03-19T20,CISO,California Independent System Operator,TI,Total interchange,-2548,megawatthours
2022-03-19T21,CISO,California Independent System Operator,D,Demand,19685,megawatthours
2022-03-19T21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,18817,megawatthours
2022-03-19T21,CISO,California Independent System Operator,NG,Net generation,17119,megawatthours
2022-03-19T21,CISO,California Independent System Operator,TI,Total interchange,-2670,megawatthours
2022-03-19T22,CISO,California Independent System Operator,D,Demand,19452,megawatthours
2022-03-19T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,18922,megawatthours
2022-03-19T22,CISO,California Independent System Operator,NG,Net generation,16793,megawatthours
2022-03-19T22,CISO,California Independent System Operator,TI,Total interchange,-1950,megawatthours
2022-03-19T23,CISO,California Independent System Operator,D,Demand,19439,megawatthours
2022-03-19T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19484,megawatthours
2022-03-19T23,CISO,California Independent System Operator,NG,Net generation,17420,megawatthours
2022-03-19T23,CISO,California Independent System Operator,TI,Total interchange,-2120,megawatthours
2022-03-20T00,CISO,California Independent System Operator,D,Demand,20121,megawatthours
2022-03-20T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20213,megawatthours
2022-03-20T00,CISO,California Independent System Operator,NG,Net generation,17431,megawatthours
2022-03-20T00,CISO,California Independent System Operator,TI,Total interchange,-2495,megawatthours
2022-03-20T01,CISO,California Independent System Operator,D,Demand,21497,megawatthours
2022-03-20T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21406,megawatthours
2022-03-20T01,CISO,California Independent System Operator,NG,Net generation,17695,megawatthours
2022-03-20T01,CISO,California Independent System Operator,TI,Total interchange,-3476,megawatthours
2022-03-20T02,CISO,California Independent System Operator,D,Demand,22899,megawatthours
2022-03-20T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22755,megawatthours
2022-03-20T02,CISO,California Independent System Operator,NG,Net generation,17868,megawatthours
2022-03-20T02,CISO,California Independent System Operator,TI,Total interchange,-4369,megawatthours
2022-03-20T03,CISO,California Independent System Operator,D,Demand,24320,megawatthours
2022-03-20T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24094,megawatthours
2022-03-20T03,CISO,California Independent System Operator,NG,Net generation,18433,megawatthours
2022-03-20T03,CISO,California Independent System Operator,TI,Total interchange,-5078,megawatthours
2022-03-20T04,CISO,California Independent System Operator,D,Demand,24339,megawatthours
2022-03-20T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23882,megawatthours
2022-03-20T04,CISO,California Independent System Operator,NG,Net generation,18086,megawatthours
2022-03-20T04,CISO,California Independent System Operator,TI,Total interchange,-5473,megawatthours
2022-03-20T05,CISO,California Independent System Operator,D,Demand,23703,megawatthours
2022-03-20T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23280,megawatthours
2022-03-20T05,CISO,California Independent System Operator,NG,Net generation,17184,megawatthours
2022-03-20T05,CISO,California Independent System Operator,TI,Total interchange,-5339,megawatthours
2022-03-20T06,CISO,California Independent System Operator,D,Demand,22592,megawatthours
2022-03-20T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22230,megawatthours
2022-03-20T06,CISO,California Independent System Operator,NG,Net generation,15177,megawatthours
2022-03-20T06,CISO,California Independent System Operator,TI,Total interchange,-5200,megawatthours
2022-03-20T07,CISO,California Independent System Operator,D,Demand,21445,megawatthours
2022-03-20T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21029,megawatthours
2022-03-20T07,CISO,California Independent System Operator,NG,Net generation,13940,megawatthours
2022-03-20T07,CISO,California Independent System Operator,TI,Total interchange,-5999,megawatthours
2022-03-20T08,CISO,California Independent System Operator,D,Demand,20653,megawatthours
2022-03-20T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20482,megawatthours
2022-03-20T08,CISO,California Independent System Operator,NG,Net generation,14751,megawatthours
2022-03-20T08,CISO,California Independent System Operator,TI,Total interchange,-5839,megawatthours
2022-03-20T09,CISO,California Independent System Operator,D,Demand,20129,megawatthours
2022-03-20T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19717,megawatthours
2022-03-20T09,CISO,California Independent System Operator,NG,Net generation,14856,megawatthours
2022-03-20T09,CISO,California Independent System Operator,TI,Total interchange,-4681,megawatthours
2022-03-20T10,CISO,California Independent System Operator,D,Demand,19560,megawatthours
2022-03-20T10,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19193,megawatthours
2022-03-20T10,CISO,California Independent System Operator,NG,Net generation,14318,megawatthours
2022-03-20T10,CISO,California Independent System Operator,TI,Total interchange,-4662,megawatthours
2022-03-20T11,CISO,California Independent System Operator,D,Demand,19202,megawatthours
2022-03-20T11,CISO,California Independent System Operator,DF,Day-ahead demand forecast,18936,megawatthours
