period,respondent,respondent-name,type,type-name,value,value-units
2023-06-10T07,CISO,California Independent System Operator,D,Demand,25721,megawatthours
2023-06-10T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24421,megawatthours
2023-06-10T07,CISO,California Independent System Operator,NG,Net generation,17980,megawatthours
2023-06-10T07,CISO,California Independent System Operator,TI,Total interchange,-5531,megawatthours
2023-06-10T08,CISO,California Independent System Operator,D,Demand,24440,megawatthours
2023-06-10T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23330,megawatthours
2023-06-10T08,CISO,California Independent System Operator,NG,Net generation,17201,megawatthours
2023-06-10T08,CISO,California Independent System Operator,TI,Total interchange,-5319,megawatthours
2023-06-10T09,CISO,California Independent System Operator,D,Demand,23432,megawatthours
2023-06-10T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22321,megawatthours
2023-06-10T09,CISO,California Independent System Operator,NG,Net generation,16347,megawatthours
2023-06-10T09,CISO,California Independent System Operator,TI,Total interchange,-4984,megawatthours
2023-06-10T10,CISO,California Independent System Operator,D,Demand,22298,megawatthours
2023-06-10T10,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21589,megawatthours
2023-06-10T10,CISO,California Independent System Operator,NG,Net generation,15521,megawatthours
2023-06-10T10,CISO,California Independent System Operator,TI,Total interchange,-5069,megawatthours
2023-06-10T11,CISO,California Independent System Operator,D,Demand,21537,megawatthours
2023-06-10T11,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21195,megawatthours
2023-06-10T11,CISO,California Independent System Operator,NG,Net generation,14956,megawatthours
2023-06-10T11,CISO,California Independent System Operator,TI,Total interchange,-5412,megawatthours
2023-06-10T12,CISO,California Independent System Operator,D,Demand,21383,megawatthours
2023-06-10T12,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21100,megawatthours
2023-06-10T12,CISO,California Independent System Operator,NG,Net generation,14525,megawatthours
2023-06-10T12,CISO,California Independent System Operator,TI,Total interchange,-5956,megawatthours
2023-06-10T13,CISO,California Independent System Operator,D,Demand,21549,megawatthours
2023-06-10T13,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21168,megawatthours
2023-06-10T13,CISO,California Independent System Operator,NG,Net generation,14313,megawatthours
2023-06-10T13,CISO,California Independent System Operator,TI,Total interchange,-5893,megawatthours
2023-06-10T14,CISO,California Independent System Operator,D,Demand,21250,megawatthours
2023-06-10T14,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21036,megawatthours
2023-06-10T14,CISO,California Independent System Operator,NG,Net generation,15881,megawatthours
2023-06-10T14,CISO,California Independent System Operator,TI,Total interchange,-4599,megawatthours
2023-06-10T15,CISO,California Independent System Operator,D,Demand,21163,megawatthours
2023-06-10T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21086,megawatthours
2023-06-10T15,CISO,California Independent System Operator,NG,Net generation,17627,megawatthours
2023-06-10T15,CISO,California Independent System Operator,TI,Total interchange,-3725,megawatthours
2023-06-10T16,CISO,California Independent System Operator,D,Demand,21590,megawatthours
2023-06-10T16,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21073,megawatthours
2023-06-10T16,CISO,California Independent System Operator,NG,Net generation,19687,megawatthours
2023-06-10T16,CISO,California Independent System Operator,TI,Total interchange,-2687,megawatthours
2023-06-10T17,CISO,California Independent System Operator,D,Demand,22387,megawatthours
2023-06-10T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20913,megawatthours
2023-06-10T17,CISO,California Independent System Operator,NG,Net generation,21332,megawatthours
2023-06-10T17,CISO,California Independent System Operator,TI,Total interchange,-1380,megawatthours
2023-06-10T18,CISO,California Independent System Operator,D,Demand,22663,megawatthours
2023-06-10T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20398,megawatthours
2023-06-10T18,CISO,California Independent System Operator,NG,Net generation,22213,megawatthours
2023-06-10T18,CISO,California Independent System Operator,TI,Total interchange,255,megawatthours
2023-06-10T19,CISO,California Independent System Operator,D,Demand,21930,megawatthours
2023-06-10T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19686,megawatthours
2023-06-10T19,CISO,California Independent System Operator,NG,Net generation,22061,megawatthours
2023-06-10T19,CISO,California Independent System Operator,TI,Total interchange,763,megawatthours
2023-06-10T20,CISO,California Independent System Operator,D,Demand,21289,megawatthours
2023-06-10T20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19154,megawatthours
2023-06-10T20,CISO,California Independent System Operator,NG,Net generation,21843,megawatthours
2023-06-10T20,CISO,California Independent System Operator,TI,Total interchange,1255,megawatthours
2023-06-10T21,CISO,California Independent System Operator,D,Demand,20633,megawatthours
2023-06-10T21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19262,megawatthours
2023-06-10T21,CISO,California Independent System Operator,NG,Net generation,21251,megawatthours
2023-06-10T21,CISO,California Independent System Operator,TI,Total interchange,1175,megawatthours
2023-06-10T22,CISO,California Independent System Operator,D,Demand,20084,megawatthours
2023-06-10T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19715,megawatthours
2023-06-10T22,CISO,California Independent System Operator,NG,Net generation,21171,megawatthours
2023-06-10T22,CISO,California Independent System Operator,TI,Total interchange,1056,megawatthours
2023-06-10T23,CISO,California Independent System Operator,D,Demand,20091,megawatthours
2023-06-10T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20898,megawatthours
2023-06-10T23,CISO,California Independent System Operator,NG,Net generation,21791,megawatthours
2023-06-10T23,CISO,California Independent System Operator,TI,Total interchange,1108,megawatthours
2023-06-11T00,CISO,California Independent System Operator,D,Demand,20597,megawatthours
2023-06-11T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22089,megawatthours
2023-06-11T00,CISO,California Independent System Operator,NG,Net generation,21706,megawatthours
2023-06-11T00,CISO,California Independent System Operator,TI,Total interchange,370,megawatthours
2023-06-11T01,CISO,California Independent System Operator,D,Demand,21463,megawatthours
2023-06-11T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23481,megawatthours
2023-06-11T01,CISO,California Independent System Operator,NG,Net generation,21800,megawatthours
2023-06-11T01,CISO,California Independent System Operator,TI,Total interchange,-470,megawatthours
2023-06-11T02,CISO,California Independent System Operator,D,Demand,22660,megawatthours
2023-06-11T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24871,megawatthours
2023-06-11T02,CISO,California Independent System Operator,NG,Net generation,22119,megawatthours
2023-06-11T02,CISO,California Independent System Operator,TI,Total interchange,-1041,megawatthours
2023-06-11T03,CISO,California Independent System Operator,D,Demand,23852,megawatthours
2023-06-11T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25826,megawatthours
2023-06-11T03,CISO,California Independent System Operator,NG,Net generation,22643,megawatthours
2023-06-11T03,CISO,California Independent System Operator,TI,Total interchange,-1336,megawatthours
2023-06-11T04,CISO,California Independent System Operator,D,Demand,24950,megawatthours
2023-06-11T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26371,megawatthours
2023-06-11T04,CISO,California Independent System Operator,NG,Net generation,22363,megawatthours
2023-06-11T04,CISO,California Independent System Operator,TI,Total interchange,-2236,megawatthours
2023-06-11T05,CISO,California Independent System Operator,D,Demand,25633,megawatthours
2023-06-11T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26245,megawatthours
2023-06-11T05,CISO,California Independent System Operator,NG,Net generation,21277,megawatthours
2023-06-11T05,CISO,California Independent System Operator,TI,Total interchange,-3021,megawatthours
2023-06-11T06,CISO,California Independent System Operator,D,Demand,25318,megawatthours
2023-06-11T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25162,megawatthours
2023-06-11T06,CISO,California Independent System Operator,NG,Net generation,19383,megawatthours
2023-06-11T06,CISO,California Independent System Operator,TI,Total interchange,-4011,megawatthours
2023-06-11T07,CISO,California Independent System Operator,D,Demand,24148,megawatthours
2023-06-11T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23840,megawatthours
2023-06-11T07,CISO,California Independent System Operator,NG,Net generation,17850,megawatthours
2023-06-11T07,CISO,California Independent System Operator,TI,Total interchange,-4192,megawatthours
2023-06-11T08,CISO,California Independent System Operator,D,Demand,22969,megawatthours
2023-06-11T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23003,megawatthours
2023-06-11T08,CISO,California Independent System Operator,NG,Net generation,17182,megawatthours
2023-06-11T08,CISO,California Independent System Operator,TI,Total interchange,-3942,megawatthours
2023-06-11T09,CISO,California Independent System Operator,D,Demand,22065,megawatthours
2023-06-11T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22040,megawatthours
2023-06-11T09,CISO,California Independent System Operator,NG,Net generation,16505,megawatthours
2023-06-11T09,CISO,California Independent System Operator,TI,Total interchange,-3734,megawatthours
2023-06-11T10,CISO,California Independent System Operator,D,Demand,21208,megawatthours
2023-06-11T10,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21338,megawatthours
2023-06-11T10,CISO,California Independent System Operator,NG,Net generation,16109,megawatthours
2023-06-11T10,CISO,California Independent System Operator,TI,Total interchange,-3318,megawatthours
2023-06-11T11,CISO,California Independent System Operator,D,Demand,20410,megawatthours
2023-06-11T11,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20964,megawatthours
2023-06-11T11,CISO,California Independent System Operator,NG,Net generation,15852,megawatthours
2023-06-11T11,CISO,California Independent System Operator,TI,Total interchange,-3066,megawatthours
2023-06-11T12,CISO,California Independent System Operator,D,Demand,19964,megawatthours
2023-06-11T12,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20817,megawatthours
2023-06-11T12,CISO,California Independent System Operator,NG,Net generation,15918,megawatthours
2023-06-11T12,CISO,California Independent System Operator,TI,Total interchange,-3281,megawatthours
