period,respondent,respondent-name,type,type-name,value,value-units
2023-06-06T17,CISO,California Independent System Operator,D,Demand,23919,megawatthours
2023-06-06T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23629,megawatthours
2023-06-06T17,CISO,California Independent System Operator,NG,Net generation,23298,megawatthours
2023-06-06T17,CISO,California Independent System Operator,TI,Total interchange,-895,megawatthours
2023-06-06T18,CISO,California Independent System Operator,D,Demand,24285,megawatthours
2023-06-06T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22487,megawatthours
2023-06-06T18,CISO,California Independent System Operator,NG,Net generation,24832,megawatthours
2023-06-06T18,CISO,California Independent System Operator,TI,Total interchange,-169,megawatthours
2023-06-06T19,CISO,California Independent System Operator,D,Demand,24821,megawatthours
2023-06-06T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21518,megawatthours
2023-06-06T19,CISO,California Independent System Operator,NG,Net generation,25099,megawatthours
2023-06-06T19,CISO,California Independent System Operator,TI,Total interchange,699,megawatthours
2023-06-06T20,CISO,California Independent System Operator,D,Demand,24175,megawatthours
2023-06-06T20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20848,megawatthours
2023-06-06T20,CISO,California Independent System Operator,NG,Net generation,25661,megawatthours
2023-06-06T20,CISO,California Independent System Operator,TI,Total interchange,1992,megawatthours
2023-06-06T21,CISO,California Independent System Operator,D,Demand,23456,megawatthours
2023-06-06T21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20860,megawatthours
2023-06-06T21,CISO,California Independent System Operator,NG,Net generation,24981,megawatthours
2023-06-06T21,CISO,California Independent System Operator,TI,Total interchange,2086,megawatthours
2023-06-06T22,CISO,California Independent System Operator,D,Demand,22660,megawatthours
2023-06-06T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21311,megawatthours
2023-06-06T22,CISO,California Independent System Operator,NG,Net generation,25615,megawatthours
2023-06-06T22,CISO,California Independent System Operator,TI,Total interchange,2684,megawatthours
2023-06-06T23,CISO,California Independent System Operator,D,Demand,22705,megawatthours
2023-06-06T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22324,megawatthours
2023-06-06T23,CISO,California Independent System Operator,NG,Net generation,25500,megawatthours
2023-06-06T23,CISO,California Independent System Operator,TI,Total interchange,2591,megawatthours
2023-06-07T00,CISO,California Independent System Operator,D,Demand,22760,megawatthours
2023-06-07T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23704,megawatthours
2023-06-07T00,CISO,California Independent System Operator,NG,Net generation,25252,megawatthours
2023-06-07T00,CISO,California Independent System Operator,TI,Total interchange,1573,megawatthours
2023-06-07T01,CISO,California Independent System Operator,D,Demand,23553,megawatthours
2023-06-07T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25396,megawatthours
2023-06-07T01,CISO,California Independent System Operator,NG,Net generation,25264,megawatthours
2023-06-07T01,CISO,California Independent System Operator,TI,Total interchange,819,megawatthours
2023-06-07T02,CISO,California Independent System Operator,D,Demand,24681,megawatthours
2023-06-07T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26886,megawatthours
2023-06-07T02,CISO,California Independent System Operator,NG,Net generation,25969,megawatthours
2023-06-07T02,CISO,California Independent System Operator,TI,Total interchange,517,megawatthours
2023-06-07T03,CISO,California Independent System Operator,D,Demand,26060,megawatthours
2023-06-07T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27672,megawatthours
2023-06-07T03,CISO,California Independent System Operator,NG,Net generation,25462,megawatthours
2023-06-07T03,CISO,California Independent System Operator,TI,Total interchange,-523,megawatthours
2023-06-07T04,CISO,California Independent System Operator,D,Demand,26867,megawatthours
2023-06-07T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,28096,megawatthours
2023-06-07T04,CISO,California Independent System Operator,NG,Net generation,25895,megawatthours
2023-06-07T04,CISO,California Independent System Operator,TI,Total interchange,-543,megawatthours
2023-06-07T05,CISO,California Independent System Operator,D,Demand,27366,megawatthours
2023-06-07T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27707,megawatthours
2023-06-07T05,CISO,California Independent System Operator,NG,Net generation,24773,megawatthours
2023-06-07T05,CISO,California Independent System Operator,TI,Total interchange,-1184,megawatthours
2023-06-07T06,CISO,California Independent System Operator,D,Demand,26833,megawatthours
2023-06-07T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26130,megawatthours
2023-06-07T06,CISO,California Independent System Operator,NG,Net generation,22867,megawatthours
2023-06-07T06,CISO,California Independent System Operator,TI,Total interchange,-1811,megawatthours
2023-06-07T07,CISO,California Independent System Operator,D,Demand,25427,megawatthours
2023-06-07T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24480,megawatthours
2023-06-07T07,CISO,California Independent System Operator,NG,Net generation,21391,megawatthours
2023-06-07T07,CISO,California Independent System Operator,TI,Total interchange,-1773,megawatthours
2023-06-07T08,CISO,California Independent System Operator,D,Demand,23908,megawatthours
2023-06-07T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23044,megawatthours
2023-06-07T08,CISO,California Independent System Operator,NG,Net generation,19612,megawatthours
2023-06-07T08,CISO,California Independent System Operator,TI,Total interchange,-2707,megawatthours
2023-06-07T09,CISO,California Independent System Operator,D,Demand,23033,megawatthours
2023-06-07T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22173,megawatthours
2023-06-07T09,CISO,California Independent System Operator,NG,Net generation,18486,megawatthours
2023-06-07T09,CISO,California Independent System Operator,TI,Total interchange,-2958,megawatthours
2023-06-07T10,CISO,California Independent System Operator,D,Demand,22221,megawatthours
2023-06-07T10,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21593,megawatthours
2023-06-07T10,CISO,California Independent System Operator,NG,Net generation,17898,megawatthours
2023-06-07T10,CISO,California Independent System Operator,TI,Total interchange,-3058,megawatthours
2023-06-07T11,CISO,California Independent System Operator,D,Demand,21850,megawatthours
2023-06-07T11,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21359,megawatthours
2023-06-07T11,CISO,California Independent System Operator,NG,Net generation,17605,megawatthours
2023-06-07T11,CISO,California Independent System Operator,TI,Total interchange,-3129,megawatthours
2023-06-07T12,CISO,California Independent System Operator,D,Demand,21682,megawatthours
2023-06-07T12,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21681,megawatthours
2023-06-07T12,CISO,California Independent System Operator,NG,Net generation,17760,megawatthours
2023-06-07T12,CISO,California Independent System Operator,TI,Total interchange,-2795,megawatthours
2023-06-07T13,CISO,California Independent System Operator,D,Demand,21496,megawatthours
2023-06-07T13,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22578,megawatthours
2023-06-07T13,CISO,California Independent System Operator,NG,Net generation,18924,megawatthours
2023-06-07T13,CISO,California Independent System Operator,TI,Total interchange,-2369,megawatthours
2023-06-07T14,CISO,California Independent System Operator,D,Demand,22260,megawatthours
2023-06-07T14,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23671,megawatthours
2023-06-07T14,CISO,California Independent System Operator,NG,Net generation,20475,megawatthours
2023-06-07T14,CISO,California Independent System Operator,TI,Total interchange,-2072,megawatthours
2023-06-07T15,CISO,California Independent System Operator,D,Demand,23291,megawatthours
2023-06-07T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24683,megawatthours
2023-06-07T15,CISO,California Independent System Operator,NG,Net generation,22680,megawatthours
2023-06-07T15,CISO,California Independent System Operator,TI,Total interchange,-854,megawatthours
2023-06-07T16,CISO,California Independent System Operator,D,Demand,23860,megawatthours
2023-06-07T16,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24532,megawatthours
2023-06-07T16,CISO,California Independent System Operator,NG,Net generation,23876,megawatthours
2023-06-07T16,CISO,California Independent System Operator,TI,Total interchange,-96,megawatthours
2023-06-07T17,CISO,California Independent System Operator,D,Demand,23993,megawatthours
2023-06-07T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23998,megawatthours
2023-06-07T17,CISO,California Independent System Operator,NG,Net generation,24275,megawatthours
2023-06-07T17,CISO,California Independent System Operator,TI,Total interchange,268,megawatthours
2023-06-07T18,CISO,California Independent System Operator,D,Demand,23938,megawatthours
2023-06-07T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23315,megawatthours
2023-06-07T18,CISO,California Independent System Operator,NG,Net generation,24009,megawatthours
2023-06-07T18,CISO,California Independent System Operator,TI,Total interchange,-31,megawatthours
2023-06-07T19,CISO,California Independent System Operator,D,Demand,23829,megawatthours
2023-06-07T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22505,megawatthours
2023-06-07T19,CISO,California Independent System Operator,NG,Net generation,24032,megawatthours
2023-06-07T19,CISO,California Independent System Operator,TI,Total interchange,768,megawatthours
2023-06-07T20,CISO,California Independent System Operator,D,Demand,23206,megawatthours
2023-06-07T20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21664,megawatthours
2023-06-07T20,CISO,California Independent System Operator,NG,Net generation,24025,megawatthours
2023-06-07T20,CISO,California Independent System Operator,TI,Total interchange,823,megawatthours
2023-06-07T21,CISO,California Independent System Operator,D,Demand,23037,megawatthours
2023-06-07T21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21489,megawatthours
2023-06-07T21,CISO,California Independent System Operator,NG,Net generation,24420,megawatthours
2023-06-07T21,CISO,California Independent System Operator,TI,Total interchange,1718,megawatthours
2023-06-07T22,CISO,California Independent System Operator,D,Demand,22572,megawatthours
2023-06-07T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21889,megawatthours
2023-06-07T22,CISO,California Independent System Operator,NG,Net generation,24791,megawatthours
2023-06-07T22,CISO,California Independent System Operator,TI,Total interchange,2657,megawatthours
2023-06-07T23,CISO,California Independent System Operator,D,Demand,22033,megawatthours
2023-06-07T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22607,megawatthours
2023-06-07T23,CISO,California Independent System Operator,NG,Net generation,24273,megawatthours
2023-06-07T23,CISO,California Independent System Operator,TI,Total interchange,2431,megawatthours
2023-06-08T00,CISO,California Independent System Operator,D,Demand,21880,megawatthours
2023-06-08T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23695,megawatthours
2023-06-08T00,CISO,California Independent System Operator,NG,Net generation,24923,megawatthours
2023-06-08T00,CISO,California Independent System Operator,TI,Total interchange,1389,megawatthours
2023-06-08T01,CISO,California Independent System Operator,D,Demand,23467,megawatthours
2023-06-08T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25183,megawatthours
2023-06-08T01,CISO,California Independent System Operator,NG,Net generation,25860,megawatthours
2023-06-08T01,CISO,California Independent System Operator,TI,Total interchange,2286,megawatthours
2023-06-08T02,CISO,California Independent System Operator,D,Demand,23838,megawatthours
2023-06-08T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26863,megawatthours
2023-06-08T02,CISO,California Independent System Operator,NG,Net generation,25497,megawatthours
2023-06-08T02,CISO,California Independent System Operator,TI,Total interchange,1135,megawatthours
2023-06-08T03,CISO,California Independent System Operator,D,Demand,24933,megawatthours
2023-06-08T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27678,megawatthours
2023-06-08T03,CISO,California Independent System Operator,NG,Net generation,24718,megawatthours
2023-06-08T03,CISO,California Independent System Operator,TI,Total interchange,-544,megawatthours
2023-06-08T04,CISO,California Independent System Operator,D,Demand,26175,megawatthours
2023-06-08T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,28238,megawatthours
2023-06-08T04,CISO,California Independent System Operator,NG,Net generation,25385,megawatthours
2023-06-08T04,CISO,California Independent System Operator,TI,Total interchange,-722,megawatthours
2023-06-08T05,CISO,California Independent System Operator,D,Demand,27092,megawatthours
2023-06-08T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27724,megawatthours
2023-06-08T05,CISO,California Independent System Operator,NG,Net generation,24345,megawatthours
2023-06-08T05,CISO,California Independent System Operator,TI,Total interchange,-1680,megawatthours
2023-06-08T06,CISO,California Independent System Operator,D,Demand,27029,megawatthours
2023-06-08T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26112,megawatthours
2023-06-08T06,CISO,California Independent System Operator,NG,Net generation,21079,megawatthours
2023-06-08T06,CISO,California Independent System Operator,TI,Total interchange,-3503,megawatthours
2023-06-08T07,CISO,California Independent System Operator,D,Demand,25588,megawatthours
2023-06-08T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24407,megawatthours
2023-06-08T07,CISO,California Independent System Operator,NG,Net generation,18709,megawatthours
2023-06-08T07,CISO,California Independent System Operator,TI,Total interchange,-4322,megawatthours
2023-06-08T08,CISO,California Independent System Operator,D,Demand,24114,megawatthours
2023-06-08T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23497,megawatthours
2023-06-08T08,CISO,California Independent System Operator,NG,Net generation,17750,megawatthours
2023-06-08T08,CISO,California Independent System Operator,TI,Total interchange,-4278,megawatthours
2023-06-08T09,CISO,California Independent System Operator,D,Demand,23129,megawatthours
2023-06-08T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22594,megawatthours
2023-06-08T09,CISO,California Independent System Operator,NG,Net generation,16849,megawatthours
2023-06-08T09,CISO,California Independent System Operator,TI,Total interchange,-4263,megawatthours
2023-06-08T10,CISO,California Independent System Operator,D,Demand,22259,megawatthours
2023-06-08T10,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21928,megawatthours
2023-06-08T10,CISO,California Independent System Operator,NG,Net generation,16066,megawatthours
2023-06-08T10,CISO,California Independent System Operator,TI,Total interchange,-4562,megawatthours
2023-06-08T11,CISO,California Independent System Operator,D,Demand,21696,megawatthours
2023-06-08T11,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21580,megawatthours
2023-06-08T11,CISO,California Independent System Operator,NG,Net generation,15480,megawatthours
2023-06-08T11,CISO,California Independent System Operator,TI,Total interchange,-4641,megawatthours
2023-06-08T12,CISO,California Independent System Operator,D,Demand,21218,megawatthours
2023-06-08T12,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21866,megawatthours
2023-06-08T12,CISO,California Independent System Operator,NG,Net generation,15611,megawatthours
2023-06-08T12,CISO,California Independent System Operator,TI,Total interchange,-4757,megawatthours
2023-06-08T13,CISO,California Independent System Operator,D,Demand,21538,megawatthours
2023-06-08T13,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22744,megawatthours
2023-06-08T13,CISO,California Independent System Operator,NG,Net generation,16025,megawatthours
2023-06-08T13,CISO,California Independent System Operator,TI,Total interchange,-5198,megawatthours
2023-06-08T14,CISO,California Independent System Operator,D,Demand,22270,megawatthours
2023-06-08T14,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23763,megawatthours
2023-06-08T14,CISO,California Independent System Operator,NG,Net generation,17605,megawatthours
2023-06-08T14,CISO,California Independent System Operator,TI,Total interchange,-4692,megawatthours
2023-06-08T15,CISO,California Independent System Operator,D,Demand,23037,megawatthours
2023-06-08T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24104,megawatthours
2023-06-08T15,CISO,California Independent System Operator,NG,Net generation,20295,megawatthours
2023-06-08T15,CISO,California Independent System Operator,TI,Total interchange,-3464,megawatthours
2023-06-08T16,CISO,California Independent System Operator,D,Demand,24056,megawatthours
2023-06-08T16,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23653,megawatthours
2023-06-08T16,CISO,California Independent System Operator,NG,Net generation,21632,megawatthours
2023-06-08T16,CISO,California Independent System Operator,TI,Total interchange,-2986,megawatthours
2023-06-08T17,CISO,California Independent System Operator,D,Demand,24582,megawatthours
2023-06-08T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22782,megawatthours
2023-06-08T17,CISO,California Independent System Operator,NG,Net generation,23227,megawatthours
2023-06-08T17,CISO,California Independent System Operator,TI,Total interchange,-1027,megawatthours
2023-06-08T18,CISO,California Independent System Operator,D,Demand,24332,megawatthours
2023-06-08T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21778,megawatthours
2023-06-08T18,CISO,California Independent System Operator,NG,Net generation,24784,megawatthours
2023-06-08T18,CISO,California Independent System Operator,TI,Total interchange,1015,megawatthours
2023-06-08T19,CISO,California Independent System Operator,D,Demand,23671,megawatthours
2023-06-08T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20741,megawatthours
2023-06-08T19,CISO,California Independent System Operator,NG,Net generation,24634,megawatthours
2023-06-08T19,CISO,California Independent System Operator,TI,Total interchange,2033,megawatthours
2023-06-08T20,CISO,California Independent System Operator,D,Demand,22516,megawatthours
2023-06-08T20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20073,megawatthours
2023-06-08T20,CISO,California Independent System Operator,NG,Net generation,24748,megawatthours
2023-06-08T20,CISO,California Independent System Operator,TI,Total interchange,2620,megawatthours
2023-06-08T21,CISO,California Independent System Operator,D,Demand,22013,megawatthours
2023-06-08T21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20317,megawatthours
2023-06-08T21,CISO,California Independent System Operator,NG,Net generation,24642,megawatthours
2023-06-08T21,CISO,California Independent System Operator,TI,Total interchange,2905,megawatthours
2023-06-08T22,CISO,California Independent System Operator,D,Demand,21620,megawatthours
2023-06-08T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21124,megawatthours
2023-06-08T22,CISO,California Independent System Operator,NG,Net generation,24654,megawatthours
2023-06-08T22,CISO,California Independent System Operator,TI,Total interchange,3353,megawatthours
2023-06-08T23,CISO,California Independent System Operator,D,Demand,21305,megawatthours
2023-06-08T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22383,megawatthours
2023-06-08T23,CISO,California Independent System Operator,NG,Net generation,24786,megawatthours
2023-06-08T23,CISO,California Independent System Operator,TI,Total interchange,2525,megawatthours
2023-06-09T00,CISO,California Independent System Operator,D,Demand,22304,megawatthours
2023-06-09T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23713,megawatthours
2023-06-09T00,CISO,California Independent System Operator,NG,Net generation,25449,megawatthours
2023-06-09T00,CISO,California Independent System Operator,TI,Total interchange,2314,megawatthours
2023-06-09T01,CISO,California Independent System Operator,D,Demand,23237,megawatthours
2023-06-09T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25238,megawatthours
2023-06-09T01,CISO,California Independent System Operator,NG,Net generation,25648,megawatthours
2023-06-09T01,CISO,California Independent System Operator,TI,Total interchange,1485,megawatthours
2023-06-09T02,CISO,California Independent System Operator,D,Demand,24635,megawatthours
2023-06-09T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27019,megawatthours
2023-06-09T02,CISO,California Independent System Operator,NG,Net generation,25064,megawatthours
2023-06-09T02,CISO,California Independent System Operator,TI,Total interchange,-423,megawatthours
2023-06-09T03,CISO,California Independent System Operator,D,Demand,26219,megawatthours
2023-06-09T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,28057,megawatthours
2023-06-09T03,CISO,California Independent System Operator,NG,Net generation,24801,megawatthours
2023-06-09T03,CISO,California Independent System Operator,TI,Total interchange,-1490,megawatthours
2023-06-09T04,CISO,California Independent System Operator,D,Demand,27165,megawatthours
2023-06-09T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,28554,megawatthours
2023-06-09T04,CISO,California Independent System Operator,NG,Net generation,24309,megawatthours
2023-06-09T04,CISO,California Independent System Operator,TI,Total interchange,-2654,megawatthours
2023-06-09T05,CISO,California Independent System Operator,D,Demand,27828,megawatthours
2023-06-09T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,28178,megawatthours
2023-06-09T05,CISO,California Independent System Operator,NG,Net generation,23224,megawatthours
2023-06-09T05,CISO,California Independent System Operator,TI,Total interchange,-3353,megawatthours
2023-06-09T06,CISO,California Independent System Operator,D,Demand,27571,megawatthours
2023-06-09T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26548,megawatthours
2023-06-09T06,CISO,California Independent System Operator,NG,Net generation,20454,megawatthours
2023-06-09T06,CISO,California Independent System Operator,TI,Total interchange,-4853,megawatthours
2023-06-09T07,CISO,California Independent System Operator,D,Demand,26199,megawatthours
2023-06-09T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24837,megawatthours
2023-06-09T07,CISO,California Independent System Operator,NG,Net generation,18680,megawatthours
2023-06-09T07,CISO,California Independent System Operator,TI,Total interchange,-5090,megawatthours
2023-06-09T08,CISO,California Independent System Operator,D,Demand,24709,megawatthours
2023-06-09T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23335,megawatthours
2023-06-09T08,CISO,California Independent System Operator,NG,Net generation,17730,megawatthours
2023-06-09T08,CISO,California Independent System Operator,TI,Total interchange,-5090,megawatthours
2023-06-09T09,CISO,California Independent System Operator,D,Demand,23821,megawatthours
2023-06-09T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22356,megawatthours
2023-06-09T09,CISO,California Independent System Operator,NG,Net generation,17061,megawatthours
2023-06-09T09,CISO,California Independent System Operator,TI,Total interchange,-5402,megawatthours
2023-06-09T10,CISO,California Independent System Operator,D,Demand,23302,megawatthours
2023-06-09T10,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21683,megawatthours
2023-06-09T10,CISO,California Independent System Operator,NG,Net generation,16265,megawatthours
2023-06-09T10,CISO,California Independent System Operator,TI,Total interchange,-5372,megawatthours
2023-06-09T11,CISO,California Independent System Operator,D,Demand,22472,megawatthours
2023-06-09T11,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21392,megawatthours
2023-06-09T11,CISO,California Independent System Operator,NG,Net generation,15913,megawatthours
2023-06-09T11,CISO,California Independent System Operator,TI,Total interchange,-5385,megawatthours
2023-06-09T12,CISO,California Independent System Operator,D,Demand,22188,megawatthours
2023-06-09T12,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21680,megawatthours
2023-06-09T12,CISO,California Independent System Operator,NG,Net generation,15691,megawatthours
2023-06-09T12,CISO,California Independent System Operator,TI,Total interchange,-5497,megawatthours
2023-06-09T13,CISO,California Independent System Operator,D,Demand,22118,megawatthours
2023-06-09T13,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22498,megawatthours
2023-06-09T13,CISO,California Independent System Operator,NG,Net generation,16280,megawatthours
2023-06-09T13,CISO,California Independent System Operator,TI,Total interchange,-5333,megawatthours
2023-06-09T14,CISO,California Independent System Operator,D,Demand,22585,megawatthours
2023-06-09T14,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23374,megawatthours
2023-06-09T14,CISO,California Independent System Operator,NG,Net generation,18669,megawatthours
2023-06-09T14,CISO,California Independent System Operator,TI,Total interchange,-3854,megawatthours
2023-06-09T15,CISO,California Independent System Operator,D,Demand,23214,megawatthours
2023-06-09T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23954,megawatthours
2023-06-09T15,CISO,California Independent System Operator,NG,Net generation,21350,megawatthours
2023-06-09T15,CISO,California Independent System Operator,TI,Total interchange,-2222,megawatthours
2023-06-09T16,CISO,California Independent System Operator,D,Demand,23849,megawatthours
2023-06-09T16,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23839,megawatthours
2023-06-09T16,CISO,California Independent System Operator,NG,Net generation,24129,megawatthours
2023-06-09T16,CISO,California Independent System Operator,TI,Total interchange,-519,megawatthours
2023-06-09T17,CISO,California Independent System Operator,D,Demand,24681,megawatthours
2023-06-09T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23345,megawatthours
2023-06-09T17,CISO,California Independent System Operator,NG,Net generation,25322,megawatthours
2023-06-09T17,CISO,California Independent System Operator,TI,Total interchange,485,megawatthours
2023-06-09T18,CISO,California Independent System Operator,D,Demand,24845,megawatthours
2023-06-09T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22489,megawatthours
2023-06-09T18,CISO,California Independent System Operator,NG,Net generation,25679,megawatthours
2023-06-09T18,CISO,California Independent System Operator,TI,Total interchange,983,megawatthours
2023-06-09T19,CISO,California Independent System Operator,D,Demand,24680,megawatthours
2023-06-09T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21615,megawatthours
2023-06-09T19,CISO,California Independent System Operator,NG,Net generation,25172,megawatthours
2023-06-09T19,CISO,California Independent System Operator,TI,Total interchange,1784,megawatthours
2023-06-09T20,CISO,California Independent System Operator,D,Demand,23461,megawatthours
2023-06-09T20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20668,megawatthours
2023-06-09T20,CISO,California Independent System Operator,NG,Net generation,24461,megawatthours
2023-06-09T20,CISO,California Independent System Operator,TI,Total interchange,1439,megawatthours
2023-06-09T21,CISO,California Independent System Operator,D,Demand,23051,megawatthours
2023-06-09T21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20421,megawatthours
2023-06-09T21,CISO,California Independent System Operator,NG,Net generation,24056,megawatthours
2023-06-09T21,CISO,California Independent System Operator,TI,Total interchange,1295,megawatthours
2023-06-09T22,CISO,California Independent System Operator,D,Demand,22677,megawatthours
2023-06-09T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20921,megawatthours
2023-06-09T22,CISO,California Independent System Operator,NG,Net generation,24300,megawatthours
2023-06-09T22,CISO,California Independent System Operator,TI,Total interchange,1288,megawatthours
2023-06-09T23,CISO,California Independent System Operator,D,Demand,22776,megawatthours
2023-06-09T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22097,megawatthours
2023-06-09T23,CISO,California Independent System Operator,NG,Net generation,24916,megawatthours
2023-06-09T23,CISO,California Independent System Operator,TI,Total interchange,1839,megawatthours
2023-06-10T00,CISO,California Independent System Operator,D,Demand,22813,megawatthours
2023-06-10T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23436,megawatthours
2023-06-10T00,CISO,California Independent System Operator,NG,Net generation,25725,megawatthours
2023-06-10T00,CISO,California Independent System Operator,TI,Total interchange,2640,megawatthours
2023-06-10T01,CISO,California Independent System Operator,D,Demand,22980,megawatthours
2023-06-10T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24857,megawatthours
2023-06-10T01,CISO,California Independent System Operator,NG,Net generation,25397,megawatthours
2023-06-10T01,CISO,California Independent System Operator,TI,Total interchange,1433,megawatthours
2023-06-10T02,CISO,California Independent System Operator,D,Demand,24069,megawatthours
2023-06-10T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26160,megawatthours
2023-06-10T02,CISO,California Independent System Operator,NG,Net generation,23694,megawatthours
2023-06-10T02,CISO,California Independent System Operator,TI,Total interchange,-1364,megawatthours
2023-06-10T03,CISO,California Independent System Operator,D,Demand,25693,megawatthours
2023-06-10T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26787,megawatthours
2023-06-10T03,CISO,California Independent System Operator,NG,Net generation,23837,megawatthours
2023-06-10T03,CISO,California Independent System Operator,TI,Total interchange,-2022,megawatthours
2023-06-10T04,CISO,California Independent System Operator,D,Demand,26707,megawatthours
2023-06-10T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27363,megawatthours
2023-06-10T04,CISO,California Independent System Operator,NG,Net generation,23347,megawatthours
2023-06-10T04,CISO,California Independent System Operator,TI,Total interchange,-3058,megawatthours
2023-06-10T05,CISO,California Independent System Operator,D,Demand,27284,megawatthours
2023-06-10T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27152,megawatthours
2023-06-10T05,CISO,California Independent System Operator,NG,Net generation,21995,megawatthours
2023-06-10T05,CISO,California Independent System Operator,TI,Total interchange,-4121,megawatthours
2023-06-10T06,CISO,California Independent System Operator,D,Demand,27038,megawatthours
2023-06-10T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25929,megawatthours
2023-06-10T06,CISO,California Independent System Operator,NG,Net generation,19174,megawatthours
2023-06-10T06,CISO,California Independent System Operator,TI,Total interchange,-5602,megawatthours
